neighborhood,neighborhood-2,st_distance
95,77,0.182871098344415
95,4,0.251328282783748
95,7,0.0385629719417489
95,53,0.0890683479854926
95,0,0.165675131053657
95,72,0.106002243419528
95,107,0.21663488774411802
95,57,0.0535904992040481
95,26,0.0
95,89,0.152633831405362
95,83,0.03834393566102
95,102,0.0123675139376745
95,90,0.0934407919912117
95,28,0.0487350633624026
95,75,0.134492689171839
95,59,0.212901280056257
95,100,0.0772372682384035
95,45,0.0439426990750959
95,32,0.0259413382014365
95,88,0.0859790951860816
95,36,0.0816223928396
95,104,0.193894311590202
95,19,0.0121004132159761
95,20,0.11769583386839999
95,55,0.0463187046878026
95,24,0.251328131564315
95,63,0.214991779549496
95,62,0.090440713093256
95,103,0.0797434597188944
95,22,0.0968360449524083
95,80,0.17878635082192498
95,5,0.11406348346319599
95,18,0.0
95,33,0.11193858416503
95,25,0.10786544103074301
95,44,0.0877284805977307
95,81,0.0806556781006018
95,60,0.0467510364053635
95,71,0.106070186703064
95,92,0.10480823159443099
95,46,0.215222655632002
95,42,0.159779272854856
95,2,0.19851387438718401
95,74,0.11496283661195801
95,43,0.249803354134437
95,8,0.0574390983918821
95,17,0.289053662587073
95,91,0.0612982267686319
95,34,0.0
95,11,0.24164879500902203
95,65,0.225360800040594
95,93,0.0643652733227838
95,66,0.0
95,10,0.0240692008391617
95,61,0.0775159209776686
95,16,0.319021407070808
95,51,0.0840514176263252
95,105,0.00717367587740667
95,87,0.27315216842739
95,109,0.064305799155284
95,73,0.0446589655497006
95,78,0.0215185582019146
95,23,0.255212030379483
100,14,0.0792571561996791
100,49,0.11929500022078
100,96,0.0870048228771766
100,84,0.154821114681725
100,111,0.126353005566364
100,15,0.0421390006240759
100,110,0.0139645980965222
100,35,0.140722358655464
100,76,0.17491725829564198
100,48,0.0896354227346525
100,38,0.0805052031621199
100,99,0.15473589184611802
100,97,0.16782529656840303
100,9,0.120229106358312
100,52,0.0897311434253407
100,40,0.0740892826922921
100,70,0.19759750041872895
100,68,0.146883172640157
100,30,0.15788100161795598
100,37,0.24190831092309198
100,112,0.33615524782655204
100,82,0.0390816428002708
100,6,0.0819444785554965
100,98,0.15334186708637698
100,95,0.0772372682384035
100,39,0.0577695387288682
100,56,0.11417929588955698
100,47,0.111724013573433
100,29,0.0974470566245749
100,108,0.135969440086224
100,69,0.19438465946146302
100,64,0.149071623139632
100,58,0.31150437961166305
100,27,0.10817875436223
100,41,0.15195508823294598
100,85,0.0614324702822677
100,86,0.296299006322336
100,3,0.0432911986138776
100,13,0.0133958948935064
100,50,0.0258118189981198
100,31,0.00757874100321944
100,54,0.0219994000144236
100,94,0.0
100,12,0.0312551825183924
100,1,0.18978529395661303
100,79,0.186549676054949
100,106,0.0
100,67,0.0
100,21,0.0674704642904525
100,101,0.13750357411042402
100,77,0.18909971374759302
100,4,0.21928172636832996
100,7,0.0751703205686221
100,53,0.148335814031401
100,0,0.155483178647328
100,72,0.0304691811835553
100,107,0.125908294799075
100,57,0.072115430647124
100,26,0.0421856634530263
100,89,0.0681305502174529
100,83,0.0
100,102,0.107195678125658
100,90,0.0147800541270916
100,28,0.00233452350600238
100,75,0.111613763348007
100,59,0.21413643324478102
100,100,0.0
100,45,0.121817529936754
100,32,0.10050105181906699
100,88,0.0364324400771793
100,36,0.0754528191633124
100,104,0.0985287222854179
100,19,0.0607961643847817
100,20,0.214814523492505
100,55,0.117709325625377
100,24,0.187446194826953
100,63,0.242658011600563
100,62,0.0678057839287666
100,103,0.183210803998589
100,22,0.184106430984369
100,80,0.0778666838720665
100,5,0.0995118888738444
100,18,0.0746790680306841
100,33,0.130253305585527
100,25,0.0768204920705902
100,44,0.18362490644990198
100,81,0.150584972771182
100,60,0.10466670022804901
100,71,0.154360215863165
100,92,0.0419060234571146
100,46,0.192994654346724
100,42,0.23045442680918302
100,2,0.148725640038167
100,74,0.21688699341791498
100,43,0.283684578437768
100,8,0.15973698093087
100,17,0.27120641978353
100,91,0.08406893441535
100,34,0.069115131606093
100,11,0.22997819205045997
100,65,0.27998233034791903
100,93,0.136082184817095
100,66,0.104024783608843
100,10,0.0370298744390421
100,61,0.16739501323230802
100,16,0.33274408342514505
100,51,0.164809673298775
100,105,0.0609736074212562
100,87,0.285477877036088
100,109,0.148334005574794
100,73,0.123068447685183
100,78,0.0530955478451822
100,23,0.328895111039081
56,14,0.0262616107844632
56,49,0.0578176513532335
56,96,0.0
56,84,0.0534046369137147
56,111,0.0235479341344449
56,15,0.059131403591061005
56,110,0.100854257247544
56,35,0.0379745947134171
56,76,0.0272224995176373
56,48,0.017018645195886
56,38,0.0446667453319775
56,99,0.0506953267318177
56,97,0.0796811592448057
56,9,0.00553949826332143
56,52,0.00527112911106312
56,40,0.0435761159435628
56,70,0.235556400243439
56,68,0.0109847423459136
56,30,0.18748448637191698
56,37,0.213545376750637
56,112,0.30916637889736204
56,82,0.0957948746278813
56,6,0.174361697276843
56,98,0.20032358391264105
56,95,0.0123675139376745
56,39,0.107738011195358
56,56,0.0
56,47,0.0704043696455855
56,29,0.037492508081958004
56,108,0.0151018402183243
56,69,0.0842526999506435
56,64,0.0726651443813544
56,58,0.266269748881679
56,27,0.0255266104781434
56,41,0.0391396988228805
56,85,0.144091180219198
56,86,0.18681160754349999
56,3,0.0623099831807196
56,13,0.12290868973724099
56,50,0.0595744509327453
56,31,0.0803191197968461
56,54,0.14783283133238
56,94,0.0938821474818787
56,12,0.0792594948244823
56,1,0.14055700186043202
56,79,0.095051648827351
56,106,0.11445529788010199
56,67,0.12020060654119599
56,21,0.0380466940312785
56,101,0.23093719186328102
56,77,0.165435625803641
56,4,0.24940215704339602
56,7,0.0538264252412739
56,53,0.08138390389358299
56,0,0.15851310073363098
56,72,0.137807867746757
56,107,0.24271450634654498
56,57,0.0649379063451937
56,26,0.0343025994195715
56,89,0.182123248769254
56,83,0.0748817761869582
56,102,0.0
56,90,0.128436263620717
56,28,0.0829772656144474
56,75,0.145826147778238
56,59,0.19604724414271102
56,100,0.11417929588955698
56,45,0.0177163947981641
56,32,0.0179861933450045
56,88,0.11256634492588401
56,36,0.0946366745206808
56,104,0.226388731794927
56,19,0.0376473027053506
56,20,0.0690447082071046
56,55,0.0379752445943706
56,24,0.264667108462083
56,63,0.182038744072542
56,62,0.116799302749655
56,103,0.0351078270165027
56,22,0.0501731250871667
56,80,0.212137779430007
56,5,0.127821749637856
56,18,0.0233168682024103
56,33,0.106530623149022
56,25,0.126230185911456
56,44,0.0389977901040273
56,81,0.0651421584532703
56,60,0.0540978410383554
56,71,0.102201824203768
56,92,0.135448782249549
56,46,0.21137152773016601
56,42,0.11669792005430199
56,2,0.20924223977962803
56,74,0.0691608826366941
56,43,0.21455856630705103
56,8,0.0141074904709755
56,17,0.27648354729527697
56,91,0.0785410782300167
56,34,0.0245418133397085
56,11,0.229184581799239
56,65,0.209054427195316
56,93,0.0485127200636871
56,66,0.0
56,10,0.054725516918321
56,61,0.0323062015718995
56,16,0.286623552752845
56,51,0.0445583915775688
56,105,0.0403605352288744
56,87,0.244984132615672
56,109,0.0220715169392037
56,73,0.0302542823746003
56,78,0.0543319022667917
56,23,0.22317270128062502
97,14,0.133487579324699
97,49,0.17987317329675398
97,96,0.111106046752516
97,84,0.0
97,111,0.147123438139061
97,15,0.07417027699338499
97,110,0.185006028118148
97,35,0.158530265406087
97,76,0.0765802214992562
97,48,0.129828718090261
97,38,0.0731607734018677
97,99,0.168549834666763
97,97,0.0
97,9,0.123121117904357
97,52,0.0598055248951031
97,40,0.15032620410627404
97,70,0.11909405955033699
97,68,0.0491394329212782
97,30,0.0818025688793255
97,37,0.0725979008506955
97,112,0.168852209475375
97,82,0.18629219909886
97,6,0.0831292908957956
97,98,0.0966763601392808
97,95,0.111275102448739
97,39,0.207379357374404
97,56,0.0796811592448057
97,47,0.0
97,29,0.0444888938276761
97,108,0.0442891680322913
97,69,0.0
97,64,0.19605903618989498
97,58,0.12741412782676
97,27,0.0626809489769616
97,41,0.0252654531720745
97,85,0.23815898990602802
97,86,0.290860352869534
97,3,0.16641169436057002
97,13,0.19857575490743104
97,50,0.12547920943073598
97,31,0.16056196819000002
97,54,0.210817006561979
97,94,0.12421052052828399
97,12,0.0844503274415044
97,1,0.0
97,79,0.21295719980450303
97,106,0.17984806542468898
97,67,0.18430327915637804
97,21,0.09070300000014699
97,101,0.14332907177396398
97,77,0.0316928712642307
97,4,0.12629663977969502
97,7,0.167120187472651
97,53,0.205024081718951
97,0,0.0411150948623351
97,72,0.22136307742943698
97,107,0.15745778867836802
97,57,0.0399127299460166
97,26,0.115159819468452
97,89,0.136060604157683
97,83,0.15020916591487
97,102,0.11572721560616901
97,90,0.201681553041058
97,28,0.126865446899577
97,75,0.0459426468648929
97,59,0.0586018175308921
97,100,0.16782529656840303
97,45,0.0376333482033446
97,32,0.13730843179092697
97,88,0.20820955662266397
97,36,0.0397690034573088
97,104,0.18018925002531302
97,19,0.137991157691232
97,20,0.0635330556787428
97,55,0.160961908692252
97,24,0.14890460512841103
97,63,0.0464804067030221
97,62,0.0916434491111624
97,103,0.0930554355199245
97,22,0.021107136087137
97,80,0.176410763313006
97,5,0.0524194436920772
97,18,0.0741088254529825
97,33,0.0
97,25,0.07984633127422
97,44,0.0492334720383154
97,81,0.18781900455405398
97,60,0.17231462927128502
97,71,0.22575455516775
97,92,0.22183011078992101
97,46,0.0902550511136039
97,42,0.0294373953979768
97,2,0.11444754844790302
97,74,0.0995598973345672
97,43,0.0832333500107639
97,8,0.101330895470535
97,17,0.13887384901278
97,91,0.19056163480856103
97,34,0.12498337099395698
97,11,0.0937980480490084
97,65,0.318220248480701
97,93,0.17178349184875802
97,66,0.0788685955305157
97,10,0.14733272221071803
97,61,0.0376165624593313
97,16,0.149280688278456
97,51,0.0252099931272225
97,105,0.10877506341072801
97,87,0.10531365159808301
97,109,0.037917982606936004
97,73,0.153789167530944
97,78,0.10850958583016199
97,23,0.32474710089986203
47,14,0.10790537655239099
47,49,0.15972597021382
47,96,0.0893229339527086
47,84,0.0
47,111,0.131210711303513
47,15,0.031905729927861004
47,110,0.142625506954267
47,35,0.145722935602584
47,76,0.0767795097233005
47,48,0.107680129661386
47,38,0.0391254509979293
47,99,0.157840697698225
47,97,0.0
47,9,0.113535846482396
47,52,0.0475835217271697
47,40,0.123425141377007
47,70,0.117096538814214
47,68,0.0481591234932299
47,30,0.0753978289664297
47,37,0.0812007931791334
47,112,0.17913250251620103
47,82,0.14875124887193397
47,6,0.0729602846985009
47,98,0.0897566110089081
47,95,0.0871519067982664
47,39,0.172253613174984
47,56,0.0704043696455855
47,47,0.0
47,29,0.0202344742702794
47,108,0.0351032650900637
47,69,0.0167156633431017
47,64,0.17999136912806998
47,58,0.14108715685317902
47,27,0.0413378315884732
47,41,0.0176044353831055
47,85,0.19776129969711104
47,86,0.286707198484416
47,3,0.137619478676689
47,13,0.151008436284155
47,50,0.0800916613199493
47,31,0.121733812167961
47,54,0.15769621183147697
47,94,0.0645477002222017
47,12,0.0251415512846474
47,1,0.0133986519471079
47,79,0.20254091869624302
47,106,0.131370508216123
47,67,0.132796312096711
47,21,0.0556880618737663
47,101,0.129214673333218
47,77,0.033627374860099
47,4,0.125467159944888
47,7,0.13966127840209197
47,53,0.187648262245037
47,0,0.0390449256459643
47,72,0.17010893344265196
47,107,0.144894370579142
47,57,0.0
47,26,0.0858381758758841
47,89,0.0951412576908852
47,83,0.10533723567653999
47,102,0.0969948471048598
47,90,0.15383335993532
47,28,0.0787749757854177
47,75,0.0400154694433078
47,59,0.063864608322281
47,100,0.111724013573433
47,45,0.0283613231353228
47,32,0.118061310867771
47,88,0.165669881864224
47,36,0.0
47,104,0.141405758813495
47,19,0.108922113328407
47,20,0.07417511382924499
47,55,0.142525220788328
47,24,0.146595311072607
47,63,0.0630485348363963
47,62,0.032577196360634
47,103,0.0930496482357788
47,22,0.032640601527175
47,80,0.13483838969545098
47,5,0.026911062056044998
47,18,0.045345364801688
47,33,0.0
47,25,0.0315099809581117
47,44,0.0523038119062461
47,81,0.17309978555900302
47,60,0.149993822945516
47,71,0.207116841700288
47,92,0.17756980499219
47,46,0.0884168457523219
47,42,0.0605095469156896
47,2,0.10362473613843501
47,74,0.104154165210906
47,43,0.10444982880322698
47,8,0.0999628066523616
47,17,0.144638641091007
47,91,0.164146639690978
47,34,0.0967308716489686
47,11,0.0979452082790408
47,65,0.31323260338925
47,93,0.15624382919226198
47,66,0.0667630704277089
47,10,0.10978441704058399
47,61,0.0375337288843379
47,16,0.164810909954168
47,51,0.0221259305112698
47,105,0.0746838517327899
47,87,0.11702605359460301
47,109,0.0320519585411836
47,73,0.136592396423718
47,78,0.0713893644559045
47,23,0.321711576766766
29,14,0.0584103484407882
29,49,0.10971277967888199
29,96,0.03938641138742399
29,84,0.0249243494555561
29,111,0.0828922047775718
29,15,0.00579824272965951
29,110,0.111810836223756
29,35,0.0988777730978446
29,76,0.0679807653355644
29,48,0.0575953609934392
29,38,0.0
29,99,0.11208417747936301
29,97,0.0444888938276761
29,9,0.0663176151232824
29,52,0.0114476318110476
29,40,0.0747436633299855
29,70,0.177849912058915
29,68,0.034129794371008
29,30,0.128774134781122
29,37,0.16848057457673002
29,112,0.266567383249284
29,82,0.11222659136774801
29,6,0.11091264959617698
29,98,0.140453685393309
29,95,0.0378081442569778
29,39,0.13205843259705902
29,56,0.037492508081958004
29,47,0.0202344742702794
29,29,0.0
29,108,0.0183429977101444
29,69,0.0655354137014272
29,64,0.13092654209423701
29,58,0.226988359634787
29,27,0.0
29,41,0.023734056196823
29,85,0.16421487638456603
29,86,0.251714742113386
29,3,0.0905900196322144
29,13,0.12538690127677002
29,50,0.0522117113180065
29,31,0.0870884486312672
29,54,0.13864906760972698
29,94,0.0583273769284153
29,12,0.0224709466866073
29,1,0.0987086249216949
29,79,0.156067935625229
29,106,0.10685980524654999
29,67,0.11212741740462599
29,21,0.0173759999999987
29,101,0.168030493352558
29,77,0.117671625703928
29,4,0.193530523533935
29,7,0.0916566092159563
29,53,0.13810471400985097
29,0,0.104599020998344
29,72,0.148756429153356
29,107,0.17913624145116397
29,57,0.00492029887302569
29,26,0.0393645398931251
29,89,0.11958715128148699
29,83,0.077035055181663
29,102,0.0481761518281175
29,90,0.128510355273005
29,28,0.0542555409239579
29,75,0.083449109007416
29,59,0.14836165786251698
29,100,0.0974470566245749
29,45,0.00495555155213753
29,32,0.0685173671992681
29,88,0.134409347952429
29,36,0.0317141761674684
29,104,0.165656925374036
29,19,0.0623221823107689
29,20,0.0901967051467112
29,55,0.0929705642280296
29,24,0.203525740779803
29,63,0.146190630441839
29,62,0.0535880198449537
29,103,0.0807280171614507
29,22,0.056557048163542005
29,80,0.154532075762475
29,5,0.0646062961398371
29,18,0.0
29,33,0.0501991849830316
29,25,0.0627681471323771
29,44,0.0601367109589995
29,81,0.12467243410128201
29,60,0.0999038368528081
29,71,0.157220602096836
29,92,0.148660201467312
29,46,0.156181239441671
29,42,0.10292252292392601
29,2,0.147782318307955
29,74,0.105605625194915
29,43,0.18197576626012602
29,8,0.0799745332363368
29,17,0.22726864491895002
29,91,0.11544861652823599
29,34,0.0491912146831003
29,11,0.179639860881578
29,65,0.269642756223177
29,93,0.10765500371467501
29,66,0.0287222460481135
29,10,0.0723683840153848
29,61,0.0453271439423155
29,16,0.249420879263756
29,51,0.0364279005708944
29,105,0.0353125295653156
29,87,0.20383135187873103
29,109,0.0228446358034671
29,73,0.0875588397187113
29,78,0.0353125295653156
29,23,0.287951014709187
108,14,0.0772486608944144
108,49,0.11810159958675802
108,96,0.0528308565733144
108,84,0.0179424271253969
108,111,0.0834638784922091
108,15,0.0506493440231344
108,110,0.139494412848512
108,35,0.0937616948059796
108,76,0.0337579309115327
108,48,0.0715024550816388
108,38,0.0329621358831753
108,99,0.103646552517646
108,97,0.0442891680322913
108,9,0.0583773143070156
108,52,0.0
108,40,0.09466639009172
108,70,0.204320430990315
108,68,0.0
108,30,0.157446027020029
108,37,0.17814500825049803
108,112,0.27374972693169797
108,82,0.137100626610618
108,6,0.14862299999813902
108,98,0.17106524588971697
108,95,0.0534151551995554
108,39,0.155107052802255
108,56,0.0151018402183243
108,47,0.0351032650900637
108,29,0.0183429977101444
108,108,0.0
108,69,0.0542450794219248
108,64,0.131867559410478
108,58,0.231193159744302
108,27,0.0102424802171433
108,41,0.00446951066345004
108,85,0.18878532579890198
108,86,0.232271742101549
108,3,0.11188820143338699
108,13,0.157462882029221
108,50,0.0809522970890112
108,31,0.114122372955479
108,54,0.17464879049072798
108,94,0.0994871208142437
108,12,0.0674650413543725
108,1,0.105093037718306
108,79,0.148135939635925
108,106,0.14098417293051302
108,67,0.14878011265855598
108,21,0.0433896600700764
108,101,0.20498999999746603
108,77,0.130662864998828
108,4,0.21700157008655702
108,7,0.10935127860234699
108,53,0.141267340995245
108,0,0.126086356647529
108,72,0.17655518974239004
108,107,0.218843308693466
108,57,0.0387328478061643
108,26,0.0626897886740848
108,89,0.161600787969547
108,83,0.105015357967098
108,102,0.0555078159733033
108,90,0.160506560666352
108,28,0.0925420899101371
108,75,0.11977742774897801
108,59,0.16115075130005801
108,100,0.135969440086224
108,45,0.0
108,32,0.0762128231203042
108,88,0.15823050788644
108,36,0.0667969999991627
108,104,0.20813629011566895
108,19,0.0847505611190788
108,20,0.0622877973534226
108,55,0.09842411906112102
108,24,0.233781522751025
108,63,0.147383912100051
108,62,0.0946788961926771
108,103,0.0476789703112495
108,22,0.0321771850850711
108,80,0.19850826183614
108,5,0.10229655970523
108,18,0.0186969783922462
108,33,0.0755637500648144
108,25,0.10160691827716499
108,44,0.0313187330106566
108,81,0.12328434460568902
108,60,0.11265147055398701
108,71,0.162414152648225
108,92,0.17604957831512197
108,46,0.17889405781158102
108,42,0.0902450859937556
108,2,0.181481374714324
108,74,0.0707791253458904
108,43,0.181119528855621
108,8,0.0528346079378925
108,17,0.24179572116148498
108,91,0.133337341449949
108,34,0.0710560863683879
108,11,0.194723266879727
108,65,0.25821107077852
108,93,0.10761381707244301
108,66,0.0148960238990002
108,10,0.0962741637720121
108,61,0.0142214626532406
108,16,0.251952830683781
108,51,0.0145587023116846
108,105,0.0609485685147476
108,87,0.209648905882114
108,109,0.0
108,73,0.0906598688117432
108,78,0.0652773069601582
108,23,0.26795762700916603
39,14,0.0622183638807593
39,49,0.0422582082953159
39,96,0.0794127571931354
39,84,0.18485341198855898
39,111,0.0887265105711821
39,15,0.0859574363636727
39,110,0.0146013697986591
39,35,0.0872287293779632
39,76,0.17561919184690503
39,48,0.0543960194314205
39,38,0.11570685727307199
39,99,0.0948816201845486
39,97,0.207379357374404
39,9,0.0941540844572135
39,52,0.0964030000053096
39,40,0.045429082351440005
39,70,0.29730057477765504
39,68,0.158592028412557
39,30,0.251139626760398
39,37,0.318680081538675
39,112,0.417695563404839
39,82,1.4210854715202e-14
39,6,0.189540825097893
39,98,0.255053702392783
39,95,0.0827815958524478
39,39,0.0
39,56,0.107738011195358
39,47,0.172253613174984
39,29,0.13205843259705902
39,108,0.155107052802255
39,69,0.225187407254606
39,64,0.0720281863801108
39,58,0.38392813730886993
39,27,0.13205843259705902
39,41,0.175708590854396
39,85,0.0
39,86,0.21528198391389802
39,3,0.0
39,13,0.0218759594301896
39,50,0.0604027748119542
39,31,0.0225507028936142
39,54,0.0512754796168206
39,94,0.0694778814295365
39,12,0.0958902216751693
39,1,0.256654494433239
39,79,0.10834573601162
39,106,0.0256011132764291
39,67,0.0368583016802101
39,21,0.0966223453088916
39,101,0.248206900889132
39,77,0.265200733429671
39,4,0.31735671790743797
39,7,0.0245416367220861
39,53,0.0639772113017237
39,0,0.24232381991788504
39,72,0.0218759594301896
39,107,0.235291557698033
39,57,0.127185905763742
39,26,0.0585987167522485
39,89,0.167507392223248
39,83,0.044780060316933004
39,102,0.0914276063560319
39,90,0.0246668482176118
39,28,0.0639911020457106
39,75,0.19926372445746698
39,59,0.293428050205757
39,100,0.0577695387288682
39,45,0.145808164449158
39,32,0.0575084962185187
39,88,0.0
39,36,0.14761647619695098
39,104,0.207753239939058
39,19,0.0382198430268917
39,20,0.22012707263337
39,55,0.0616150092813938
39,24,0.296450094293627
39,63,0.305974196758199
39,62,0.146906284470132
39,103,0.17465113575738
39,22,0.201111662834474
39,80,0.17572562254252802
39,5,0.18050950198182697
39,18,0.0900815653338381
39,33,0.19343313176606
39,25,0.16820140321864502
39,44,0.19150551921467002
39,81,0.0798740710786228
39,60,0.0352945201332175
39,71,0.0626661392098385
39,92,0.00871973634915851
39,46,0.28531085531967104
39,42,0.262265593016047
39,2,0.25402799870729303
39,74,0.208286551214729
39,43,0.34413069379654804
39,8,0.13897612256773903
39,17,0.363180216433847
39,91,0.0149453134217957
39,34,0.0697024188756496
39,11,0.31757217354052103
39,65,0.18428920770405702
39,93,0.0704737687603879
39,66,0.104316331463474
